price,area,latitude,longitude,Bedrooms,Bathrooms,Price_sqft
3200000,1100,28.7379052,77.2673675,3,2,2909.090909
23300000,2387,28.34493256,77.32460785,3,4,9761.206535
2500000,900,28.69136562,77.34036834,2,2,2777.777778
3500000,802,28.398028,77.2752245,2,2,4364.089776
4000000,1000,28.7040534,77.4373305,2,2,4000
4000000,720,28.484771,77.028653,2,2,5555.555556
3600000,850,28.45140266,77.02709961,2,2,4235.294118
3500000,891,28.677177,77.381438,2,2,3928.170595
4000000,1350,28.658647,77.4757,3,2,2962.962963
3300000,720,28.552659,77.4715276,2,2,4583.333333
8500000,1300,28.5843456,77.3363292,3,2,6538.461538
11000000,1350,28.35895365,76.971587,2,2,8148.148148
5500000,1350,28.6769466,77.3959458,3,3,4074.074074
3200000,820,28.5377519,77.2618031,2,2,3902.439024
6700000,1000,28.6420559,77.323499,2,2,6700
5400000,1135,28.58731051,77.39590178,2,2,4757.709251
9000000,1650,28.6357095,77.3655985,3,3,5454.545455
11000000,1629,28.414627,77.060127,3,3,6752.608963
4000000,660,28.6616505,77.444691,2,2,6060.606061
12000000,1880,28.470035,76.97037984,3,3,6382.978723
6000000,1661,28.41669089,77.35491947,3,3,3612.281758
2700000,624,28.6259164,77.4528639,2,2,4326.923077
8500000,1680,28.65242386,77.34434509,3,2,5059.52381
5500000,1425,28.634729,77.35832,2,2,3859.649123
5200000,1465,28.705425,77.433193,3,2,3549.488055
4000000,720,28.484771,77.028653,2,2,5555.555556
11500000,1800,28.6654924,77.3297195,4,2,6388.888889
6500000,1352,28.456938,77.516975,3,3,4807.692308
6500000,1115,28.5073636,77.4091,2,2,5829.596413
7000000,1480,28.698376,77.426802,3,2,4729.72973
6000000,1675,28.4017065,76.9198646,2,2,3582.089552
7500000,1370,28.63544909,77.32381434,2,2,5474.452555
4100000,1295,28.728555,77.337353,3,2,3166.023166
9500000,1775,28.685334,77.37489817,3,3,5352.112676
10500000,1785,28.51083403,77.003159,3,3,5882.352941
5600000,1526,28.40436848,77.33607703,3,2,3669.724771
8000000,1400,28.4324602,77.29168716,3,2,5714.285714
3500000,995,28.605958,77.444512,2,2,3517.58794
7800000,1317,28.57204228,77.39106873,3,2,5922.551253
3850000,1060,28.605958,77.444512,2,2,3632.075472
7500000,1800,28.35022163,77.0616684,4,4,4166.666667
7700000,1850,28.6467392,77.3709475,4,3,4162.162162
5500000,1246,28.58632879,77.40106202,2,2,4414.125201
7100000,1855,28.6109351,77.4294948,4,3,3827.493261
4000000,1275,28.703725,77.415456,3,2,3137.254902
35000000,4259,28.45994245,77.28462764,4,5,8217.891524
3500000,750,28.68813133,77.34380341,2,2,4666.666667
10000000,1500,28.634854,77.333782,4,3,6666.666667
3600000,1100,28.39802742,77.27522278,3,2,3272.727273
5000000,1020,28.524543,77.364765,2,2,4901.960784
3650000,900,28.49789238,77.02709198,3,2,4055.555556
2600000,850,28.70627576,77.41879325,2,2,3058.823529
10000000,900,28.649336,77.134317,2,2,11111.11111
5000000,1200,28.69141244,77.34972646,3,2,4166.666667
13500000,1800,28.5698735,77.2431125,3,3,7500
7600000,1145,28.50803185,77.03360748,2,2,6637.554585
3800000,1050,28.49875606,77.51967823,2,2,3619.047619
6100000,1100,28.578557,77.37922351,2,2,5545.454545
3500000,595,28.68999672,77.32831573,2,2,5882.352941
8000000,900,28.423049,77.08741,2,2,8888.888889
5000000,1000,28.4096109,76.9141943,2,2,5000
8870000,1690,28.393665,76.962842,3,3,5248.52071
19000000,2400,28.425637,77.112182,4,3,7916.666667
2000000,720,28.6896453,77.4933302,2,2,2777.777778
18200000,2200,28.400064,77.0959513,3,3,8272.727273
6900000,1410,28.4460523,76.9772858,2,2,4893.617021
11600000,1600,28.482277,76.99199526,2,2,7250
6300000,1700,28.47839,77.561036,3,2,3705.882353
4200000,930,28.5783723,77.3873,2,2,4516.129032
5000000,1000,28.6644882,77.3474938,3,2,5000
2900000,1050,28.7005505,77.3286995,2,2,2761.904762
10500000,1100,28.65242958,77.1643219,3,2,9545.454545
10000000,1743,28.419032,77.028272,3,3,5737.234653
6300000,916,28.578746,77.364647,2,2,6877.729258
7000000,1560,28.57786751,77.48322296,3,3,4487.179487
3500000,1000,28.6588755,77.4432295,2,2,3500
5200000,1225,28.49544772,77.40102766,2,2,4244.897959
8000000,1605,28.6402995,77.369307,3,3,4984.423676
3000000,1244,28.6336095,77.4713825,3,2,2411.575563
3000000,900,28.65933,77.479254,2,2,3333.333333
3700000,800,28.6644882,77.3474938,2,2,4625
14500000,2100,28.66366196,77.33105469,3,2,6904.761905
4960000,1150,28.49595451,77.4233017,2,2,4313.043478
5400000,1700,28.62493876,77.43445654,3,3,3176.470588
4500000,675,28.6357256,77.0892564,2,2,6666.666667
7500000,1700,28.33373833,77.29597473,3,3,4411.764706
3800000,850,28.6493479,77.3696259,2,2,4470.588235
8500000,2091,28.4516972,77.30242306,3,4,4065.04065
5600000,1070,28.621767,77.055846,4,3,5233.64486
32500000,4300,28.486296,77.08464,4,4,7558.139535
10500000,1545,28.4242266,77.0531367,3,3,6796.116505
5500000,950,28.5069375,77.2065246,2,2,5789.473684
3550000,750,28.62344742,77.03113556,3,2,4733.333333
7100000,1630,28.63626099,77.43362427,3,2,4355.828221
4800000,1245,28.606945,77.45557857,3,2,3855.421687
5300000,570,28.70823479,77.11781311,2,2,9298.245614
2950000,950,28.5869654,77.3874,2,2,3105.263158
7300000,1690,28.6644882,77.3474938,3,3,4319.526627
5500000,1350,28.6493479,77.3696259,3,2,4074.074074
5500000,1385,28.47924042,77.50077057,3,3,3971.119134
6500000,1250,28.475632,77.039195,2,2,5200
7400000,1550,28.65832,77.365577,3,2,4774.193548
4000000,950,28.658647,77.4757,2,2,4210.526316
10000000,1735,28.3824895,76.9823169,3,3,5763.688761
7100000,1600,28.4801967,77.3113014,3,3,4437.5
4400000,875,28.56452626,77.38370883,2,2,5028.571429
11500000,1408,28.60135623,77.31935835,3,3,8167.613636
4000000,568,28.486291,77.001973,2,2,7042.253521
6500000,1350,28.4028972,76.9782285,2,2,4814.814815
6900000,1600,28.68779182,77.34788513,3,3,4312.5
4600000,1295,28.606945,77.45557857,3,2,3552.123552
4500000,1092,28.638572,77.4308515,3,2,4120.879121
4600000,1120,28.44775772,77.51753235,3,3,4107.142857
18500000,2400,28.4215541,77.0780609,4,3,7708.333333
8300000,1325,28.4446244,77.009305,3,2,6264.150943
3700000,680,28.62176132,77.06336975,2,2,5441.176471
3200000,800,28.59558487,77.08530426,3,2,4000
7800000,1550,28.66326714,77.38449097,3,3,5032.258065
5590000,1081,28.4183189,76.9876894,3,2,5171.137835
3140000,945,28.609898,77.436343,2,2,3322.751323
5500000,1100,28.5080324,77.0336072,4,2,5000
4500000,900,28.49224091,77.29695129,3,2,5000
4250000,1060,28.53235054,77.4076004,2,2,4009.433962
9500000,1735,28.399598,76.97150985,3,3,5475.504323
3850000,1140,28.704924,77.43330743,2,2,3377.192982
5500000,890,28.6473168,77.1590517,3,3,6179.775281
9500000,1020,28.403028,77.075396,2,2,9313.72549
3300000,700,28.6493479,77.3696259,2,2,4714.285714
2650000,580,28.60946083,77.04845428,2,2,4568.965517
16500000,1900,28.46630478,77.08631897,3,3,8684.210526
7500000,1593,28.640515,77.376783,3,3,4708.097928
13000000,1958,28.394708,77.01856,3,3,6639.427988
7000000,1731,28.4625634,77.5627065,3,3,4043.905257
3200000,1000,28.6900486,77.3405361,2,2,3200
3500000,850,28.6452824,77.3621025,2,2,4117.647059
13000000,1400,28.649336,77.134317,5,3,9285.714286
3200000,850,28.64858818,77.35334015,2,2,3764.705882
3500000,900,28.68956947,77.33861542,2,2,3888.888889
14400000,2150,28.385432,77.017122,3,4,6697.674419
7900000,1575,28.549346,77.37758773,3,2,5015.873016
5700000,892,28.62348175,77.0969696,2,2,6390.134529
4500000,970,28.646286,77.406051,2,2,4639.175258
4650000,930,28.574637,77.388803,2,2,5000
4400000,540,28.6757345,77.1797451,2,2,8148.148148
6500000,1299,28.519997,77.376873,3,2,5003.849115
6000000,1400,28.668378,77.330951,2,2,4285.714286
2800000,560,28.634758,77.04907227,2,2,5000
3800000,1290,28.704924,77.43330743,2,2,2945.736434
11000000,900,28.70358086,77.1625824,2,2,12222.22222
15000000,2200,28.64210892,77.06121826,4,4,6818.181818
7600000,1769,28.43686287,77.30162025,3,2,4296.212549
8700000,1845,28.490613,77.080014,3,4,4715.447154
4100000,1080,28.70011412,77.42626251,2,2,3796.296296
8500000,1570,28.4242266,77.0531367,3,4,5414.012739
6000000,1250,28.54677547,77.371622,2,2,4800
5000000,900,28.66269493,77.38430786,3,2,5555.555556
7000000,900,28.64731598,77.15904999,2,2,7777.777778
14000000,2050,28.5081375,77.008965,3,3,6829.268293
14500000,3330,28.6693269,77.336336,7,5,4354.354354
9400000,1000,28.64477495,77.06942069,2,2,9400
8400000,1985,28.58388698,77.43216868,4,4,4231.738035
6500000,1008,28.66741943,77.22793579,3,2,6448.412698
3200000,920,28.699311,77.4311,2,2,3478.26087
3500000,997,28.572023,77.432904,2,2,3510.531595
3400000,850,28.6493479,77.3696259,2,2,4000
3000000,928,28.44497091,77.465759,2,2,3232.758621
5200000,1350,28.634729,77.35832,2,2,3851.851852
4000000,1000,28.6520739,77.3493764,2,2,4000
5000000,1520,28.6701035,77.4724725,3,3,3289.473684
12100000,1100,28.72815144,77.08428063,3,2,11000
5200000,1234,28.500621,77.424203,2,2,4213.938412
7500000,1220,28.575371,77.38437506,3,2,6147.540984
8000000,1790,28.395841,76.962664,3,3,4469.273743
4500000,1225,28.48466902,77.51386228,3,2,3673.469388
7600000,1900,28.41677166,77.3552223,4,4,4000
3400000,1000,28.4265996,77.5077563,2,2,3400
8800000,1691,28.54341218,77.367853,3,4,5204.021289
3700000,966,28.4042306,77.3559561,3,2,3830.227743
8800000,2000,28.419868,77.341057,3,2,4400
3800000,700,28.6436225,77.352839,2,2,5428.571429
8500000,900,28.4563861,77.0427847,2,2,9444.444444
4000000,950,28.3113031,77.339111,2,2,4210.526316
5800000,1074,28.56452626,77.38370883,2,2,5400.372439
2100000,1000,28.738864,77.263605,2,2,2100
4500000,1425,28.7040534,77.4373305,3,2,3157.894737
4200000,900,28.60865974,77.09059906,3,2,4666.666667
7600000,1725,28.403432,76.965023,3,3,4405.797101
5000000,650,28.5712739,77.07314,2,2,7692.307692
11500000,2100,28.6357095,77.3655985,4,4,5476.190476
7000000,1710,28.5661101,77.4406099,3,4,4093.567251
11800000,1660,28.57542801,77.38191986,3,3,7108.433735
3300000,1100,28.666747,77.479096,2,3,3000
4100000,1200,28.6900486,77.3405361,2,2,3416.666667
3500000,950,28.6467392,77.3709475,2,2,3684.210526
4500000,1250,28.626162,77.437698,2,2,3600
4000000,1100,28.63570595,77.48080444,2,2,3636.363636
8000000,891,28.71084404,77.18419647,3,2,8978.675645
4800000,900,28.445883,77.033563,2,2,5333.333333
2400000,715,28.67114258,77.47815704,2,2,3356.643357
5500000,1200,28.6212883,77.05307007,4,2,4583.333333
4900000,1390,28.400922,77.51969,3,2,3525.179856
40000000,2000,28.54129028,77.21900177,3,3,20000
3300000,995,28.5028971,77.526218,2,2,3316.582915
6500000,1200,28.43034935,77.29561615,3,2,5416.666667
6000000,1000,28.5979501,77.3347665,3,2,6000
4400000,1165,28.40436848,77.33607703,2,2,3776.824034
14000000,2600,28.423049,77.08741,5,5,5384.615385
6600000,1737,28.4751606,77.55141449,3,3,3799.654577
11500000,1890,28.638293,77.3658367,3,3,6084.656085
3800000,995,28.606945,77.45557857,2,2,3819.095477
5500000,1720,28.72318772,77.44462914,3,3,3197.674419
7000000,1100,28.62457466,77.10897827,2,2,6363.636364
7500000,1592,28.645795,77.38219,3,2,4711.055276
10000000,1490,28.37423557,76.95241631,3,3,6711.409396
6000000,1000,28.46008873,77.04492188,2,2,6000
14000000,2800,28.69449425,77.44287872,6,4,5000
12000000,1835,28.4450106,76.9584411,3,3,6539.509537
8000000,1700,28.6420559,77.323499,3,3,4705.882353
7000000,1372,28.58632879,77.40106202,3,3,5102.040816
8300000,1400,28.4763113,76.9716096,2,2,5928.571429
3800000,1015,28.591408,77.38849587,2,2,3743.842365
8500000,1424,28.54653581,77.35266846,3,2,5969.101124
3700000,1182,28.47225189,77.46923065,2,2,3130.287648
4500000,1175,28.6212874,77.0530735,3,2,3829.787234
4200000,1040,28.46202278,77.55890656,2,2,4038.461538
5200000,1130,28.49629327,77.40851995,2,2,4601.769912
4500000,1385,28.577868,77.48322,3,3,3249.097473
30000000,4000,28.41786766,77.05124664,4,5,7500
12000000,1875,28.43157936,77.03524427,3,4,6400
2300000,885,28.72243837,77.44603523,2,2,2598.870056
2800000,750,28.69004822,77.34053802,2,2,3733.333333
9500000,900,28.6379509,77.10189819,2,2,10555.55556
7000000,1715,28.420911,77.526673,3,3,4081.632653
7500000,1150,28.68000879,77.29248063,2,2,6521.73913
3550000,800,28.6452824,77.3621025,2,2,4437.5
4200000,1350,28.498557,77.54265046,2,3,3111.111111
4000000,700,28.380985,77.1022799,2,2,5714.285714
4700000,1156,28.5039268,77.383808,2,2,4065.743945
4160000,895,28.4655907,77.5114027,2,2,4648.044693
2700000,546,28.358049,76.983563,2,2,4945.054945
12900000,1945,28.35911846,76.975628,3,3,6632.390746
6000000,1000,28.74346161,77.13790894,3,2,6000
5200000,900,28.6854763,77.28909302,3,2,5777.777778
13600000,1852,28.474076,77.10632,3,3,7343.412527
8000000,1635,28.64557076,77.38481903,2,2,4892.966361
5500000,1400,28.64934731,77.36962891,2,2,3928.571429
4500000,1290,28.61356258,77.44361608,3,2,3488.372093
5600000,1050,28.64629665,77.33778032,2,2,5333.333333
3000000,554,28.51348116,76.971479,2,2,5415.162455
13400000,1789,28.251834,77.067419,3,3,7490.217999
25000000,3700,28.7294979,77.224515,4,3,6756.756757
12000000,1350,28.611505,77.297085,3,2,8888.888889
8900000,2025,28.448734,76.971233,3,4,4395.061728
3300000,913,28.4469189,77.517486,2,2,3614.457831
12000000,1100,28.53483009,77.20977783,2,2,10909.09091
15000000,2268,28.41492081,77.03590393,3,3,6613.756614
7300000,1585,28.6390982,77.412377,3,3,4605.678233
6000000,1100,28.48180962,76.99907684,3,2,5454.545455
4500000,840,28.495486,77.25219,2,2,5357.142857
2500000,940,28.728555,77.337353,2,2,2659.574468
5500000,1505,28.616346,77.362221,3,2,3654.48505
3500000,1100,28.4988571,77.5409299,2,2,3181.818182
4200000,1000,28.52055168,77.18038177,2,2,4200
3000000,840,28.683082,77.50921,2,2,3571.428571
5300000,1081,28.422652,77.037603,3,2,4902.867715
8600000,1765,28.569317,77.39237,3,3,4872.521246
2800000,540,28.49112892,77.32815552,3,2,5185.185185
8000000,1295,28.583416,77.36460434,3,2,6177.606178
4500000,1065,28.575631,77.441177,2,2,4225.352113
6300000,1490,28.70217,77.430308,3,3,4228.187919
3350000,1215,28.6324375,77.4344779,2,2,2757.201646
8500000,1494,28.74047852,77.19748688,4,2,5689.424364
4200000,1194,28.7040534,77.4373305,2,2,3517.58794
15000000,2000,28.4102438,77.0411697,3,3,7500
6000000,1544,28.61782515,77.42426932,3,2,3886.010363
5200000,1255,28.616346,77.362221,3,2,4143.426295
8130000,1565,28.39870294,77.017943,3,3,5194.888179
4800000,985,28.5575028,77.38646497,2,2,4873.096447
9000000,1620,28.64374316,77.38275902,3,2,5555.555556
7000000,900,28.397104,76.8841009,3,3,7777.777778
3500000,985,28.5928,77.45534576,2,2,3553.299492
4770000,1490,28.77965448,77.25962257,3,2,3201.342282
3000000,800,28.6895689,77.3386129,2,2,3750
5500000,1515,28.50772403,77.52093696,3,2,3630.363036
6100000,950,28.66318512,77.45219421,4,3,6421.052632
4400000,1250,28.701595,77.427639,3,2,3520
17500000,1920,28.5712738,77.07314301,3,4,9114.583333
3500000,1125,28.638572,77.4308515,3,2,3111.111111
4100000,1164,28.47722356,77.55106462,2,2,3522.33677
4500000,1350,28.70689747,77.429488,3,2,3333.333333
4500000,720,28.59803581,77.07652283,2,2,6250
3000000,900,28.664371,77.488789,2,2,3333.333333
25000000,3744,28.61116219,77.35135651,10,8,6677.350427
4900000,1348,28.401981,76.922149,2,2,3635.014837
5800000,915,28.5606725,77.386597,2,2,6338.797814
10000000,2187,28.4814604,77.3115154,3,3,4572.473708
3200000,998,28.6698529,77.4656257,2,2,3206.412826
16200000,1920,28.400043,77.054707,3,3,8437.5
5000000,1350,28.604884,77.425914,3,2,3703.703704
5500000,1300,28.65402929,77.35300277,2,2,4230.769231
4700000,1100,28.453581,77.556221,2,2,4272.727273
2700000,645,28.417914,77.365172,3,2,4186.046512
3000000,650,28.6452824,77.3621025,2,2,4615.384615
4800000,720,28.46353546,77.02528584,2,2,6666.666667
5800000,1100,28.6853926,77.364315,3,2,5272.727273
4000000,800,28.6493479,77.3696259,2,2,5000
7500000,1000,28.68980408,77.13180542,2,2,7500
5100000,1356,28.605958,77.444512,3,3,3761.061947
4200000,1110,28.63591465,77.376744,2,2,3783.783784
5500000,1400,28.4684764,77.3138971,2,2,3928.571429
3200000,985,28.687809,77.478751,2,2,3248.730964
3200000,1050,28.685675,77.3503251,2,2,3047.619048
10000000,1900,28.65683174,77.27430725,4,3,5263.157895
2880000,858,28.65088494,77.4900566,2,2,3356.643357
5700000,1000,28.63474655,77.0491333,3,3,5700
9650000,1920,28.401801,76.916426,3,3,5026.041667
5300000,1400,28.473679,77.506258,3,3,3785.714286
4200000,850,28.65480042,77.4386673,2,2,4941.176471
11500000,1900,28.63570976,77.36560059,3,2,6052.631579
3500000,900,28.71382141,77.28551483,2,2,3888.888889
7500000,1526,28.638636,77.37049885,3,3,4914.809961
3400000,900,28.6485885,77.3533389,2,2,3777.777778
3900000,1265,28.3427955,77.350168,2,2,3083.003953
10000000,1950,28.6493479,77.3696259,4,4,5128.205128
7500000,1250,28.56433903,77.38360189,3,2,6000
13500000,2262,28.37561513,76.95761609,3,3,5968.169761
9800000,2000,28.4509204,77.3008634,4,4,4900
7500000,2250,28.6259164,77.4528639,3,3,3333.333333
13500000,2050,28.41879208,77.08565452,3,3,6585.365854
12000000,990,28.72875404,77.09351349,2,2,12121.21212
5950000,1520,28.60483,77.434908,3,2,3914.473684
11500000,900,28.70059372,77.13498398,2,2,12777.77778
3200000,800,28.6441755,77.336519,2,2,4000
12000000,1500,28.43398444,77.069949,3,3,8000
6500000,1080,28.6441755,77.336519,2,2,6018.518519
3500000,1088,28.69359,77.344376,2,2,3216.911765
3200000,1050,28.685675,77.3503251,2,2,3047.619048
6500000,1490,28.432194,77.508042,3,3,4362.416107
4000000,1185,28.638572,77.4308515,2,2,3375.527426
3000000,900,28.664371,77.488789,2,2,3333.333333
36700000,3670,28.40239493,77.055305,5,5,10000
10700000,1920,28.52162108,77.35536264,3,3,5572.916667
5100000,713,28.6387291,77.09410095,2,2,7152.875175
24000000,2750,28.436432,77.112133,4,4,8727.272727
10000000,1430,28.387939,77.049363,3,2,6993.006993
7200000,1470,28.55704,77.387565,3,3,4897.959184
6500000,1742,28.507687,77.532312,3,5,3731.343284
9500000,1570,28.59787316,77.36816213,3,3,6050.955414
3100000,1000,28.309616,77.55859,2,2,3100
7000000,1320,28.5575028,77.38646497,3,2,5303.030303
8500000,1350,28.53153419,77.21685028,3,3,6296.296296
8600000,1733,28.399598,76.97150985,3,3,4962.492787
11500000,1728,28.4203859,77.0816674,3,4,6655.092593
5000000,700,28.66627502,77.04924774,2,2,7142.857143
3700000,1075,28.631034,77.43626756,2,2,3441.860465
5900000,925,28.38981649,76.969342,2,2,6378.378378
12000000,3009,28.3537819,76.9399809,4,4,3988.035892
4500000,1285,28.606939,77.455623,3,2,3501.945525
8900000,1950,28.409813,76.932664,3,4,4564.102564
3500000,840,28.6784878,77.518043,2,2,4166.666667
5500000,800,28.56049538,77.19863129,2,2,6875
8960000,1250,28.42155457,77.07806396,3,3,7168
4900000,1225,28.5859957,77.4338341,2,2,4000
4500000,1540,28.6297895,77.4338883,3,2,2922.077922
4250000,1250,28.41669089,77.35491947,2,2,3400
12000000,2200,28.4091579,77.3223034,3,2,5454.545455
4700000,1350,28.39802742,77.27522278,3,2,3481.481481
9500000,1650,28.4763113,76.9716096,3,4,5757.575758
9200000,1430,28.3929103,76.9589066,2,2,6433.566434
2900000,840,28.683082,77.50921,2,2,3452.380952
7100000,1500,28.64101328,77.3584096,3,2,4733.333333
8500000,1650,28.39870294,77.017943,3,3,5151.515152
9500000,1900,28.64178544,77.34270468,3,3,5000
5000000,900,28.7725316,77.1758645,5,2,5555.555556
6200000,1554,28.4033165,77.34233,3,3,3989.70399
7000000,1100,28.6341305,77.3338579,3,2,6363.636364
5000000,1300,28.6853926,77.364315,3,2,3846.153846
4000000,1197,28.605958,77.444512,3,2,3341.687552
9200000,2500,28.4611974,77.5111725,3,3,3680
6000000,750,28.71004105,77.07226563,4,3,8000
6500000,1160,28.57150078,77.37000275,3,2,5603.448276
2800000,720,28.6226704,77.033297,3,2,3888.888889
4000000,950,28.662385,77.336765,2,2,4210.526316
3900000,1170,28.58970754,77.44,3,2,3333.333333
4800000,1000,28.6493479,77.3696259,2,2,4800
3150000,675,28.62176704,77.05584717,3,2,4666.666667
8000000,1000,28.44512749,76.99525452,8,6,8000
6500000,1270,28.677177,77.381438,3,2,5118.110236
7300000,1730,28.371015,76.944353,3,3,4219.653179
4200000,1290,28.705425,77.433193,2,2,3255.813953
14000000,1970,28.6441755,77.336519,4,4,7106.598985
6800000,1280,28.6803304,77.375078,3,2,5312.5
5900000,1875,28.4751606,77.55141449,3,4,3146.666667
4300000,1000,28.6493479,77.3696259,2,2,4300
9950000,1350,28.4518176,77.09911073,4,4,7370.37037
8400000,1000,28.44207,77.075517,2,2,8400
3800000,900,28.51620483,77.20290375,3,2,4222.222222
13700000,1100,28.70659637,77.13451385,4,2,12454.54545
3450000,1000,28.69004822,77.34053802,2,2,3450
9500000,1437,28.39568075,77.02979199,3,2,6610.995129
5200000,1320,28.641866,77.413237,2,3,3939.393939
5800000,1200,28.66755899,77.38608,3,3,4833.333333
4100000,1000,28.6436225,77.352839,2,2,4100
10500000,1050,28.54366493,77.25489807,2,2,10000
3500000,750,28.6644882,77.3474938,2,2,4666.666667
4700000,900,28.6341305,77.3338579,2,2,5222.222222
5550000,1300,28.6779975,77.3453909,2,2,4269.230769
14000000,3200,28.627093,77.368265,4,4,4375
4200000,1165,28.40436848,77.33607703,2,2,3605.150215
9000000,1100,28.66287399,77.09776702,3,2,8181.818182
5000000,1260,28.70203629,77.41841518,2,2,3968.253968
5100000,1082,28.51183419,77.41127367,2,2,4713.49353
4200000,1150,28.49937354,77.51894613,2,2,3652.173913
10000000,2438,28.4655907,77.5114027,4,5,4101.722724
2550000,840,28.638572,77.4308515,2,2,3035.714286
6000000,1575,28.432194,77.508042,2,3,3809.52381
2300000,600,28.64934731,77.36962891,2,2,3833.333333
7410000,1446,28.48438996,77.00030461,2,2,5124.481328
2500000,600,28.694197,77.329295,2,2,4166.666667
4000000,1165,28.496992,77.537536,3,3,3433.476395
5600000,1100,28.6543295,77.3646575,2,2,5090.909091
4800000,1234,28.500621,77.424203,2,2,3889.789303
2650000,540,28.65620041,77.16929626,2,2,4907.407407
8200000,1650,28.66366196,77.33105469,3,2,4969.69697
14500000,1300,28.6677244,77.0979515,2,2,11153.84615
9000000,1700,28.6493479,77.3696259,3,2,5294.117647
4800000,1010,28.5575028,77.38646497,2,2,4752.475248
13500000,1500,28.6703319,77.1504485,4,3,9000
13000000,2230,28.4268804,77.4835,3,4,5829.596413
12000000,1450,28.4102438,77.0411697,3,3,8275.862069
2400000,568,28.6453602,77.4102084,2,2,4225.352113
7500000,1725,28.448734,76.971233,3,3,4347.826087
4500000,1250,28.68956947,77.33861542,3,2,3600
6100000,1105,28.56433903,77.38360189,2,2,5520.361991
3200000,1000,28.55679512,77.37599945,2,2,3200
13000000,1800,28.4812055,77.0089031,3,4,7222.222222
4800000,1256,28.647852,77.384508,3,2,3821.656051
13000000,2010,28.3976154,77.0382549,4,4,6467.661692
6300000,1454,28.414052,76.914303,3,3,4332.874828
3500000,800,28.5069375,77.2065246,2,2,4375
7500000,1675,28.500621,77.424203,3,4,4477.61194
4200000,1050,28.545974,77.3583769,2,2,4000
11500000,2040,28.407867,76.91533028,4,4,5637.254902
2400000,900,28.666747,77.479096,2,2,2666.666667
6000000,1675,28.500621,77.424203,3,4,3582.089552
3240000,1100,28.51032769,77.52171067,2,2,2945.454545
7500000,1300,28.659557,77.3747659,2,2,5769.230769
3600000,1030,28.72199885,77.447746,2,2,3495.145631
3500000,850,28.68102264,77.3563385,2,2,4117.647059
11800000,2025,28.3824895,76.9823169,3,3,5827.160494
7500000,900,28.6537366,77.286549,2,2,8333.333333
4720000,1460,28.4737345,77.5413219,3,2,3232.876712
5200000,1000,28.679009,77.34929514,2,2,5200
11000000,1600,28.668378,77.330951,4,4,6875
6000000,1305,28.7337171,77.2715049,2,2,4597.701149
5200000,1035,28.57743,77.37941479,2,2,5024.154589
5500000,1090,28.634588,77.35554172,2,2,5045.87156
9500000,1551,28.41981547,77.08540769,4,3,6125.080593
6000000,900,28.60087776,77.08031464,3,2,6666.666667
6160000,1450,28.6644882,77.3474938,2,2,4248.275862
3500000,995,28.51451221,77.52203509,2,2,3517.58794
2800000,563,28.60946083,77.04845428,2,2,4973.357016
7500000,1680,28.6358105,77.3739109,3,3,4464.285714
2900000,845,28.390701,77.3408206,3,2,3431.952663
8000000,1000,28.624575,77.10898,3,2,8000
5200000,1130,28.45606623,77.51645682,2,2,4601.769912
6000000,1300,28.605958,77.444512,3,2,4615.384615
2800000,675,28.5922718,77.0836792,2,2,4148.148148
4400000,1295,28.70886224,77.42290529,3,2,3397.683398
4500000,1200,28.3920951,77.267223,3,2,3750
11000000,1750,28.561989,77.39837,3,3,6285.714286
5500000,920,28.6636624,77.3310584,2,2,5978.26087
9410000,1600,28.3976154,77.0382549,3,3,5881.25
5000000,1492,28.432094,77.506766,3,2,3351.206434
6950000,1800,28.63620949,77.43357086,4,3,3861.111111
6800000,900,28.66748047,77.29086304,3,2,7555.555556
7000000,1769,28.6426998,77.3847126,3,3,3957.037875
15000000,1350,28.71558952,77.15750122,3,3,11111.11111
4600000,720,28.72138977,77.17475128,3,2,6388.888889
3800000,1200,28.41049632,77.35810786,3,2,3166.666667
6500000,1280,28.455151,76.98642,2,2,5078.125
2800000,750,28.6084745,77.0285001,2,2,3733.333333
6200000,1185,28.448796,76.972154,3,3,5232.067511
11400000,1830,28.3974945,77.0228155,3,3,6229.508197
3690000,1085,28.69359,77.344376,2,2,3400.921659
6000000,1265,28.47962612,77.53229566,3,2,4743.083004
11000000,1350,28.4838094,77.027832,5,3,8148.148148
3000000,918,28.368101,77.3721674,2,2,3267.973856
5700000,1255,28.580262,77.403976,2,2,4541.832669
7500000,749,28.66772461,77.0979538,2,2,10013.35113
10300000,1600,28.417927,77.289035,3,3,6437.5
4500000,1025,28.571936,77.479001,2,2,4390.243902
4500000,781,28.67690086,77.38024139,2,2,5761.84379
3500000,1000,28.6817665,77.3636535,2,2,3500
3800000,1040,28.606945,77.45557857,2,2,3653.846154
14000000,1600,28.66161,77.080405,3,3,8750
5200000,1200,28.3920951,77.267223,2,2,4333.333333
3700000,900,28.687614,77.351924,2,2,4111.111111
3900000,822,28.290749,77.064575,2,2,4744.525547
2200000,955,28.7037771,77.43274642,2,2,2303.664921
6800000,990,28.6390529,77.2817729,3,2,6868.686869
4100000,750,28.466155,77.010758,2,2,5466.666667
3600000,915,28.703253,77.42124207,2,2,3934.42623
4200000,1350,28.6496737,77.491428,3,2,3111.111111
7300000,1485,28.40491677,76.95131573,3,3,4915.824916
7000000,1700,28.409001,77.519155,2,3,4117.647059
