price,area,latitude,longitude,Bedrooms,Bathrooms,Price_sqft
9400000,1625,28.42491581,77.486721,3,2,5784.615385
3400000,900,28.6485885,77.3533389,2,2,3777.777778
7000000,1008,28.68657303,77.29962921,3,2,6944.444444
22500000,1900,28.54366493,77.25489807,3,3,11842.10526
20000000,2428,28.42343946,77.06910666,3,4,8237.23229
9700000,1250,28.42451064,77.10132459,3,2,7760
13500000,2800,28.43034935,77.29561615,4,4,4821.428571
4500000,800,28.539814,77.21868134,2,2,5625
2650000,608,28.63474274,77.04910278,2,2,4358.552632
2900000,965,28.728555,77.337353,2,2,3005.181347
7000000,1256,28.58986171,77.40343376,2,2,5573.248408
79000000,7200,28.44073838,77.10126474,5,6,10972.22222
6040000,1341,28.682107,77.4465784,3,2,4504.101417
22000000,2835,28.470149,77.535673,4,5,7760.141093
3000000,630,28.68641663,77.29958344,2,2,4761.904762
23500000,2985,28.441368,77.098124,3,3,7872.696817
15000000,2550,28.5750243,77.3803,4,4,5882.352941
11000000,1510,28.3930662,77.022442,3,2,7284.768212
4500000,1000,28.6212883,77.05307007,3,2,4500
5000000,1205,28.453581,77.556221,2,2,4149.377593
4000000,1010,28.619028,77.425972,2,2,3960.39604
6200000,950,28.63475037,77.0491333,3,2,6526.315789
9800000,1765,28.4460523,76.9772858,3,3,5552.407932
6600000,1455,28.5684777,77.3775,3,3,4536.082474
5500000,1000,28.615032,77.0290715,3,2,5500
14000000,1750,28.4215541,77.0780609,3,4,8000
15000000,1900,28.42443657,77.0982132,3,3,7894.736842
13200000,1935,28.64231873,77.4211731,3,3,6821.705426
2800000,800,28.63578224,77.43241882,2,2,3500
14000000,1800,28.47489357,77.00980377,3,3,7777.777778
3400000,850,28.6493479,77.3696259,2,2,4000
11500000,1478,28.386791,77.049466,2,2,7780.784844
3300000,900,28.60042,77.44546509,2,2,3666.666667
6000000,1234,28.43831635,77.51483154,2,2,4862.236629
5600000,1507,28.517742,77.529334,2,3,3715.992037
5800000,1365,28.58907509,77.32030487,3,3,4249.084249
2100000,615,28.6738471,77.4829531,2,2,3414.634146
5200000,1140,28.5575028,77.38646497,2,2,4561.403509
8000000,1325,28.39343,76.99731,2,2,6037.735849
7650000,997,28.425657,77.04300339,2,2,7673.019057
5500000,1100,28.49742317,77.02734375,3,2,5000
5400000,1405,28.4570313,77.514304,3,2,3843.41637
8500000,1775,28.588371,77.400313,3,3,4788.732394
6000000,1000,28.68641853,77.29956055,3,3,6000
17500000,1658,28.68220329,77.18806458,3,2,10554.8854
2450000,630,28.591666,77.484749,2,2,3888.888889
7300000,1742,28.641756,77.37885936,3,2,4190.585534
14500000,1650,28.56213384,77.05678938,3,2,8787.878788
4800000,950,28.55075433,77.36168745,2,2,5052.631579
4200000,800,28.641779,77.3502969,2,2,5250
12800000,1472,28.39522652,77.05988662,2,3,8695.652174
27500000,2250,28.5994675,77.0349205,4,4,12222.22222
12000000,1850,28.548787,77.346032,3,4,6486.486486
7500000,900,28.45847235,77.05255654,2,2,8333.333333
3500000,1050,28.63367653,77.43097687,2,2,3333.333333
3850000,720,28.52319527,77.21430969,2,2,5347.222222
8000000,1550,28.63544909,77.32381434,3,2,5161.290323
4350000,1300,28.46267033,77.55830252,3,3,3346.153846
9000000,1536,28.514908,76.974388,2,2,5859.375
5000000,1285,28.605958,77.444512,2,2,3891.050584
5800000,1350,28.34699821,77.32400513,3,2,4296.296296
4200000,1335,28.5661101,77.4406099,2,2,3146.067416
8900000,1000,28.454517,77.081868,2,2,8900
9500000,1811,28.45251307,76.97627035,3,3,5245.720596
4600000,1175,28.617567,77.426765,3,2,3914.893617
20000000,1700,28.5962,77.067013,3,3,11764.70588
2900000,554,28.51348116,76.971479,2,2,5234.65704
13500000,1500,28.621054,77.0905294,4,3,9000
4000000,1250,28.41891989,77.35557595,2,2,3200
28000000,2200,28.63664055,77.12469482,6,5,12727.27273
4000000,850,28.645341,77.35492932,2,2,4705.882353
8000000,1000,28.60052361,77.31160783,2,2,8000
12900000,1400,28.72650572,77.08336654,3,2,9214.285714
9000000,1325,28.56854169,77.37929993,3,2,6792.45283
3200000,840,28.683082,77.50921,2,2,3809.52381
4100000,1065,28.4042306,77.3559561,3,2,3849.765258
7000000,1585,28.605958,77.444512,3,3,4416.403785
45000000,2700,28.52293205,77.21456909,4,4,16666.66667
7500000,1515,28.58986171,77.40343376,3,3,4950.49505
7100000,900,28.634758,77.04909515,2,2,7888.888889
7000000,1135,28.58731051,77.39590178,2,2,6167.400881
8000000,1500,28.61413193,77.36986542,3,3,5333.333333
60000000,5000,28.526555,77.363882,5,6,12000
5450000,1470,28.579593,77.445197,3,2,3707.482993
22000000,2700,28.34468651,77.32616425,4,4,8148.148148
15000000,2275,28.493247,77.408015,3,4,6593.406593
4900000,1475,28.43244553,77.50791931,3,3,3322.033898
12800000,1837,28.409389,76.951659,3,3,6967.882417
18000000,2400,28.63474083,77.04914856,4,2,7500
9000000,1950,28.509118,77.413416,4,3,4615.384615
14500000,1935,28.660121,77.379704,3,4,7493.540052
32500000,2400,28.53547478,77.14489746,3,3,13541.66667
26000000,2430,28.49748039,77.02710724,3,3,10699.58848
5900000,995,28.575883,77.38535896,2,2,5929.648241
4800000,1000,28.4975071,77.02711487,3,3,4800
12000000,1983,28.35895365,76.971587,3,3,6051.437216
7800000,1295,28.54291259,77.37203149,2,2,6023.166023
7000000,1820,28.6761798,77.39628201,3,3,3846.153846
3500000,800,28.687614,77.351924,2,2,4375
10800000,1895,28.508273,77.40897616,3,3,5699.208443
9200000,1000,28.60172462,77.31781006,2,2,9200
10000000,1800,28.63609123,77.43346405,3,3,5555.555556
4800000,1487,28.40652341,77.34299342,3,2,3227.97579
17500000,2400,28.397099,77.086716,3,3,7291.666667
13500000,2300,28.45518494,77.08667755,3,3,5869.565217
8500000,1545,28.47346783,77.5053686,3,3,5501.618123
4500000,1000,28.49679565,77.22851563,2,2,4500
15800000,2300,28.4287815,77.0661409,3,3,6869.565217
32500000,1829,28.564027,77.1945069,3,3,17769.27283
6900000,1362,28.650108,77.363755,3,3,5066.079295
9000000,1380,28.646286,77.406051,3,2,6521.73913
2500000,560,28.49760246,77.02706909,2,2,4464.285714
29500000,3000,28.469204,77.511335,4,4,9833.333333
2200000,900,28.738864,77.263605,2,2,2444.444444
14800000,2050,28.44359908,77.07986181,3,4,7219.512195
47500000,4600,28.41247483,77.039877,5,6,10326.08696
9500000,1775,28.68659592,77.37294769,3,3,5352.112676
2950000,1050,28.72645304,77.33733853,2,2,2809.52381
2550000,675,28.5315337,77.216852,2,2,3777.777778
4500000,1162,28.532593,77.399792,3,2,3872.633391
3480000,700,28.5980365,77.0765245,2,2,4971.428571
5400000,1160,28.58945997,77.429712,2,2,4655.172414
7200000,2095,28.41063434,77.28620611,4,3,3436.754177
4760000,1190,28.620768,77.425805,2,2,4000
3200000,810,28.34562111,77.32642365,3,2,3950.617284
10500000,1695,28.50320625,77.42758179,3,3,6194.690265
3900000,825,28.5073636,77.4091,2,2,4727.272727
12500000,1850,28.43058099,76.94862,3,3,6756.756757
6960000,1340,28.502597,77.428742,3,3,5194.029851
2750000,850,28.63857269,77.4308548,2,2,3235.294118
35000000,8500,28.57150078,77.37000275,10,7,4117.647059
7700000,1380,28.436305,77.13605,2,2,5579.710145
6000000,1300,28.6390639,77.3242583,2,2,4615.384615
6000000,1000,28.49747658,77.0271225,2,2,6000
4500000,1000,28.643642,77.34532,2,2,4500
6000000,1350,28.675872,77.474266,3,2,4444.444444
8500000,1380,28.646286,77.406051,3,2,6159.42029
7500000,1170,28.68652344,77.29961395,3,2,6410.25641
4600000,936,28.61848831,77.04781342,3,2,4914.529915
5500000,1646,28.40964244,77.33940931,3,3,3341.433779
5500000,1000,28.68645096,77.29950714,3,2,5500
6690000,1625,28.3751182,77.34874476,3,2,4116.923077
4500000,800,28.4658641,77.0133095,2,2,5625
7600000,1534,28.514908,76.974388,3,2,4954.367666
9000000,1675,28.64155769,77.34053802,3,2,5373.134328
2450000,710,28.63623238,77.43350983,2,2,3450.704225
5400000,1290,28.453581,77.556221,2,2,4186.046512
9700000,1758,28.52544019,77.37445081,3,4,5517.633675
8500000,1569,28.51853317,77.38684415,3,3,5417.463352
8000000,1488,28.68657112,77.29962921,3,2,5376.344086
4200000,1245,28.606945,77.45557857,3,2,3373.493976
5500000,1200,28.470754,77.308632,3,2,4583.333333
20000000,3250,28.43599347,77.09031699,4,4,6153.846154
10000000,1850,28.645225,77.342198,3,3,5405.405405
6500000,1350,28.6330645,77.0331715,4,4,4814.814815
13600000,2150,28.383489,77.020563,3,3,6325.581395
14900000,1650,28.397952,77.069057,3,3,9030.30303
10500000,1650,28.47631073,76.97161102,3,3,6363.636364
11000000,1215,28.7141266,77.0676456,4,3,9053.497942
30500000,2700,28.65758705,77.08957672,4,3,11296.2963
8500000,1345,28.560232,77.38860669,3,2,6319.702602
24000000,3050,28.34563255,77.32644653,4,4,7868.852459
7600000,1600,28.44926,76.98476024,3,3,4750
45000000,4064,28.464031,77.08547543,4,5,11072.83465
6500000,1100,28.63477135,77.04911041,3,2,5909.090909
10500000,1100,28.5336945,77.295901,2,2,9545.454545
30000000,4500,28.578346,77.37369258,7,5,6666.666667
15000000,2160,28.70186234,77.14009857,3,3,6944.444444
3000000,785,28.7662162,77.2705047,2,2,3821.656051
10500000,2600,28.45887906,77.52271124,3,4,4038.461538
16500000,2465,28.548787,77.346032,4,4,6693.711968
5700000,1661,28.60477829,77.45191193,3,3,3431.66767
5600000,1655,28.7005505,77.3286995,3,3,3383.685801
2300000,585,28.6193161,77.03326416,2,2,3931.623932
15500000,1600,28.60241996,77.05425039,3,2,9687.5
7000000,1133,28.38981649,76.969342,2,2,6178.287732
3150000,1050,28.72645304,77.33733853,2,2,3000
10000000,1650,28.44837761,76.9695282,3,3,6060.606061
3400000,720,28.50693703,77.20652771,2,2,4722.222222
35200000,2985,28.410913,77.107908,3,3,11792.29481
5000000,1350,28.70689747,77.429488,3,2,3703.703704
3200000,835,28.617142,77.438927,3,2,3832.335329
9800000,1839,28.59594917,77.38369751,3,4,5328.983143
4880000,1180,28.63595772,77.43235779,2,2,4135.59322
3200000,650,28.5398139,77.2186828,2,2,4923.076923
5300000,1175,28.500621,77.424203,2,2,4510.638298
5250000,1100,28.465711,77.2962675,2,2,4772.727273
5500000,1400,28.64177895,77.35029602,3,2,3928.571429
5000000,1000,28.58390999,77.36087036,2,2,5000
24400000,2000,28.63158035,77.14045715,3,3,12200
4300000,880,28.5980365,77.0765245,2,2,4886.363636
3500000,700,28.63476944,77.04902649,3,2,5000
12500000,2000,28.387227,76.980183,3,3,6250
17000000,1500,28.6014648,77.05241473,3,3,11333.33333
2650000,540,28.4838094,77.027832,2,2,4907.407407
8000000,1093,28.283756,77.079837,2,2,7319.304666
4000000,1100,28.66864395,77.47614288,3,2,3636.363636
2500000,600,28.60611725,77.07875824,2,2,4166.666667
25000000,2700,28.41772079,77.05281067,4,5,9259.259259
11000000,1000,28.6387296,77.0941045,2,2,11000
11400000,1400,28.60135623,77.31935835,3,3,8142.857143
5500000,1146,28.640515,77.376783,2,2,4799.30192
10600000,1730,28.58891296,77.32035828,3,3,6127.16763
11000000,1500,28.44207,77.075517,4,4,7333.333333
7350000,1435,28.58905983,77.32012939,3,2,5121.95122
5000000,1395,28.474501,77.553187,3,2,3584.229391
3800000,887,28.6493479,77.3696259,2,2,4284.10372
5000000,1290,28.728555,77.337353,3,2,3875.968992
6500000,862,28.63477325,77.04909515,3,3,7540.603248
3100000,1075,28.71109749,77.41739441,2,2,2883.72093
9000000,1660,28.575371,77.38437506,3,4,5421.686747
11000000,2000,28.42491581,77.486721,3,4,5500
15000000,1350,28.5573445,77.2508955,3,2,11111.11111
13500000,1850,28.6232998,77.29979,4,3,7297.297297
24000000,2000,28.5538385,77.2740986,3,3,12000
6000000,1150,28.495486,77.25219,2,2,5217.391304
37500000,2800,28.49680138,77.22853851,4,4,13392.85714
5950000,1330,28.58884239,77.3203125,3,2,4473.684211
5140000,1360,28.7040534,77.4373305,3,2,3779.411765
9000000,1600,28.389346,77.018875,3,3,5625
3500000,625,28.6288811,77.2771884,2,2,5600
22500000,1800,28.62617874,77.14634705,3,3,12500
6800000,1095,28.63527193,77.37039464,2,2,6210.045662
22000000,3500,28.41772,77.05281,4,4,6285.714286
11000000,1150,28.60539767,77.05066566,2,2,9565.217391
8400000,1080,28.63527193,77.37039464,2,2,7777.777778
21000000,1600,28.672126,77.1042374,3,2,13125
12500000,1110,28.64245116,77.06847649,3,3,11261.26126
5700000,1100,28.6420559,77.323499,2,2,5181.818182
4000000,1080,28.4237892,77.3705248,3,2,3703.703704
15000000,1350,28.59210777,77.02819061,3,3,11111.11111
4000000,1080,28.694223,77.4519,2,2,3703.703704
5200000,1585,28.41609628,77.3648097,3,3,3280.757098
2800000,870,28.45858487,77.56091277,2,2,3218.390805
8000000,2032,28.3938425,77.3506549,3,4,3937.007874
25000000,2734,28.476479,77.073757,4,4,9144.111192
13900000,1440,28.64334869,77.12055969,3,4,9652.777778
15000000,1900,28.5712739,77.07314,3,3,7894.736842
18500000,1250,28.71222715,77.12337811,3,2,14800
3000000,700,28.63622475,77.43367004,2,2,4285.714286
4500000,1000,28.34565353,77.32646179,2,2,4500
5800000,900,28.65242958,77.1643219,2,2,6444.444444
23500000,3200,28.47489357,77.00980377,4,5,7343.75
4700000,1110,28.63481331,77.04915619,3,2,4234.234234
17000000,1500,28.59344,77.065951,4,2,11333.33333
5200000,750,28.68640518,77.29970551,2,2,6933.333333
10000000,1710,28.6441755,77.336519,3,3,5847.953216
7500000,1220,28.386791,77.049466,2,2,6147.540984
4200000,1040,28.605958,77.444512,2,2,4038.461538
12000000,1600,28.68642998,77.29959106,4,4,7500
4200000,1135,28.66288,77.47096,2,2,3700.440529
14000000,2000,28.63624191,77.43365479,4,4,7000
6300000,900,28.46552467,77.0171814,2,2,7000
27500000,3332,28.382828,77.221297,4,5,8253.301321
10700000,1480,28.63527193,77.37039464,3,2,7229.72973
2800000,930,28.708744,77.417028,2,2,3010.752688
16000000,1500,28.600675,77.03042,3,2,10666.66667
2500000,700,28.5201861,77.179158,2,2,3571.428571
8900000,1585,28.646286,77.406051,3,3,5615.141956
4800000,1225,28.48515,77.51401,3,2,3918.367347
10500000,1817,28.45251307,76.97627035,3,3,5778.756192
6200000,1315,28.56541475,77.383196,3,2,4714.828897
6400000,1277,28.5081749,77.40982056,3,2,5011.74628
4400000,900,28.50094795,77.23358154,3,2,4888.888889
5800000,1260,28.58416502,77.40649171,2,2,4603.174603
9500000,1560,28.57153784,77.38962228,3,3,6089.74359
47000000,4500,28.49746704,77.02713013,3,3,10444.44444
8500000,920,28.56375122,77.18978882,2,2,9239.130435
15000000,2400,28.38659477,77.06057739,4,4,6250
3000000,670,28.606044,77.070474,2,2,4477.61194
30000000,4000,28.42304993,77.08740997,4,4,7500
2350000,710,28.63630486,77.43389893,2,2,3309.859155
15000000,1800,28.42304993,77.08740997,3,3,8333.333333
7800000,1295,28.35911846,76.975628,2,2,6023.166023
14300000,1650,28.429071,77.068974,4,4,8666.666667
5300000,1125,28.679009,77.34929514,2,2,4711.111111
2600000,800,28.70451529,77.41924553,2,2,3250
11000000,1400,28.59821938,77.31182666,3,2,7857.142857
8500000,900,28.7427845,77.13809204,2,2,9444.444444
17000000,2150,28.43108,77.055414,3,3,7906.976744
14200000,1850,28.56329062,77.05067414,3,3,7675.675676
5500000,1200,28.63474274,77.04914856,3,2,4583.333333
3400000,600,28.59803581,77.07652283,2,2,5666.666667
7200000,1250,28.49677086,77.22854614,3,2,5760
8700000,1450,28.387426,76.979751,3,3,6000
9200000,1420,28.385432,77.017122,2,2,6478.873239
3800000,1005,28.474501,77.553187,2,2,3781.094527
42500000,4500,28.46195602,77.05679321,3,5,9444.444444
6500000,1620,28.605958,77.444512,3,3,4012.345679
7650000,1168,28.641073,77.368012,3,2,6549.657534
4500000,1107,28.50512302,77.371256,2,2,4065.04065
8500000,1510,28.47064511,77.53731908,3,3,5629.139073
23500000,1800,28.63479233,77.04915619,4,3,13055.55556
4500000,955,28.46267033,77.55830252,2,2,4712.041885
6280000,1500,28.605958,77.444512,3,3,4186.666667
13900000,2060,28.4747467,77.08303833,3,3,6747.572816
8200000,1550,28.563989,77.388607,3,3,5290.322581
13100000,1200,28.564363,77.2368819,2,2,10916.66667
10000000,1250,28.3930662,77.022442,2,2,8000
6500000,1050,28.412766,77.052239,2,2,6190.47619
4500000,1055,28.605958,77.444512,2,2,4265.402844
14500000,2000,28.438262,77.0793005,3,4,7250
4000000,510,28.654545,77.1337505,2,2,7843.137255
42500000,5500,28.56596375,77.35002899,6,7,7727.272727
20000000,2237,28.5194705,77.027282,3,3,8940.545373
3100000,975,28.32519614,77.535202,2,2,3179.487179
4800000,1245,28.606945,77.45557857,3,2,3855.421687
6700000,1250,28.3964215,77.2714966,3,3,5360
12500000,2320,28.4087675,77.0228914,3,3,5387.931034
27000000,2200,28.53787231,77.24923706,4,4,12272.72727
11500000,2300,28.395841,76.962664,3,4,5000
9000000,1730,28.5613842,77.31790161,4,3,5202.312139
4500000,1250,28.63619423,77.43363953,3,3,3600
2990000,840,28.664371,77.488789,2,2,3559.52381
6200000,1300,28.57407242,77.37162063,3,3,4769.230769
9500000,2184,28.39704757,77.35685016,4,4,4349.81685
14500000,2050,28.407882,77.060044,3,3,7073.170732
12500000,1650,28.4446575,77.0670365,3,3,7575.757576
